"","x"
"2227","Trump’s First Presidential Address to Congress - Full Speech https://t.co/1avCMFlqn9 via @YouTube"
"2228","#BernieSanders on #DonaldTrump's ""speech"" to #Congress https://t.co/f2d5FI4Cmo"
"2229","TV Ratings: Trump's Congress Address Falls From Comparable Obama Speech https://t.co/qRj6rD208Y #Hollywood #news"
"2230","RT @dcexaminer: Media applaud Trump's first speech to Congress https://t.co/DP2vqHG0Q3 https://t.co/tqbdnnAM0o"
"2231","RT @ezraklein: ""Trump is only ever performing the role of the president; he’s never doing the job"" https://t.co/jxb4x6r962"
"2232","RT @TrumpTrainNewss: Trump’s INCREDIBLE Tribute to Fallen SEAL Steals the Show at Speech to Congress https://t.co/mcvHoLgpZ3 https://t.co/1…"
"2233","RT @politicususa: Trump Speech To Congress Bombs In The Ratings By Drawing Fewer Viewers Than Obama via @politicususa https://t.co/0lTUUkhC…"
"2234","RT @business: This is what Wall Street is saying about Donald Trump's #JointAddress to Congress https://t.co/FkC2ERQ4cl https://t.co/gfZQ9N…"
"2235","RT @davidjones720: 'Bannon on Steroids With a Smile': Top Dems Respond to Trump Address | Fox News Insider https://t.co/9mGpnUNBtz"
"2236","RT @Girl_News_: Trump’s INCREDIBLE Tribute to Fallen SEAL Steals the Show at Speech to Congress https://t.co/43351V53jG https://t.co/h3Sj58…"
"2237","RT @LindaSuhler: President Trump promises 'renewal of American spirit' in Congress speech
#JointAddress #MAGA #JointSession 
https://t.co/Q…"
"2238","Analysis: Trump shocks Congress with a speech that stuck to script. https://t.co/Y4nRx55yXt"
"2239","RT @Forbes: Trump's speech to Congress: a tale of three contradictions https://t.co/c1gunn4ZNb https://t.co/OUZb0Cxe17"
"2240","RT @CNN: ""He really stepped up his game."" Trump supporters overwhelmingly give him an A for his first big speech to Congress https://t.co/G…"
"2241",".@JamesFallows listens to Trump's address to Congress as if it were his first speech: https://t.co/Lfj6lQljvR"
"2242","RT @AbrasiveDavid: Bernie Sanders' BRILLIANT Response To Trump's Speech To Congress https://t.co/0uylygU76g via @YouTube"
"2243","RT @BrentBozell: The media treated Obama's first speech to Congress like a coronation. Don't count on same treatment for Trump. https://t.c…"
"2244","RT @NolteNC: 4 Stunning Responses from the Left to Trump's Triumphant Speech to Congress 

https://t.co/Qpsf98e1IK https://t.co/goBNrSWZ3C"
"2245","RT @dcexaminer: Media applaud Trump's first speech to Congress https://t.co/DP2vqHG0Q3 https://t.co/tqbdnnAM0o"
"2246","RT @politico: Schumer tries to throw cold water on Trump's rave reviews https://t.co/hwZWBHRkNc https://t.co/M2e5EC5r1D"
"2247","RT @ajplus: After President Trump's speech to Congress, Bernie Sanders tells Americans they need to keep fighting. https://t.co/Bf6Z7iBW6j"
"2248","RT @FoxNews: .@POTUS: ""Ninety-four million Americans are out of the labor force."" #TrumpAddress https://t.co/dAlG7hq9Sd https://t.co/bvnvvV…"
"2249","RT @Jezebel: Democratic women in congress wore their best suffragette whites to Trump's speech. https://t.co/V2bQ9yiOid https://t.co/uZbR6B…"
"2250","In Case you missed it:
President Donald Trump's Speech to Joint Session of Congress [Full Text and Video]
#MAGA https://t.co/5olmaEPl0M"
"2251","RT @jibberkit: @TheJimCornette You may enjoy this...
Trump's Congress speech was a heroic effort in contradiction and cliche

https://t.co/…"
"2252","RT @jorgeramosnews: Donald Trump's speech to Congress was full of ugly, dangerous lies about immigrants https://t.co/cD2LKs0dcF via @fusion"
"2253","RT @Reuters: Trump takes measured tone in speech to Congress: https://t.co/PDK1qTImWB https://t.co/JaQKZItZPI"
"2254","Top News: ""Trump finally sounds like a president at his speech to Congress"". This is where I'd love @KarlPilkington… https://t.co/hEw84Zplhr"
"2255","TV Ratings: Trump's Congress Address Falls From Comparable Obama Speech https://t.co/nHLEGX1cDb"
"2256","Infobytes: President Donald J. Trump thanked the widow of a Navy SEAL during his address, which led to a long... https://t.co/rXe59wpgFS"
"2257","RT @Bipartisanism: Former President Of Mexico Trolled Trump’s Congress Speech In The Best Way (TWEET) https://t.co/ChH21iobTK https://t.co/…"
"2258","RT @politico: Two early polls: Trump’s speech was a winner https://t.co/dvU2bTeQAd https://t.co/3HmcaSL2dJ"
"2259","RT @TheAtlantic: .@DavidFrum outlines the three failures of Trump's speech to Congress: https://t.co/UCmHqBfoMU https://t.co/zO8GCqLacu"
"2260","RT @CathrynPrince: Because he could read a teleprompter? Hardly. Read the speech. It's divisive &amp; nationalistic: Trump tries on normal http…"
"2261","RT @TrumpTrainNewss: Trump’s INCREDIBLE Tribute to Fallen SEAL Steals the Show at Speech to Congress https://t.co/mcvHoLgpZ3 https://t.co/1…"
"2262","A tale of two speeches: Comparing Trump's inaugural to his address to Congress https://t.co/AI2YVRv1Zq https://t.co/PtuXsTsWpc"
"2263","RT @Independent: Donald Trump made 61 statements in his speech. 51 were false https://t.co/lo8NB6Rcok"
"2264","RT @conserv_tribune: Trump’s INCREDIBLE Tribute to Fallen SEAL Steals the Show at Speech to Congress https://t.co/zaQsqYtfHz https://t.co/Q…"
"2265","RT @dcexaminer: Snap poll: Trump soars following speech to Congress https://t.co/RHvkMYsMwu https://t.co/o4qlYuzcPb"
"2266","RT @TrumpTrainNewss: Trump’s INCREDIBLE Tribute to Fallen SEAL Steals the Show at Speech to Congress https://t.co/mcvHoLgpZ3 https://t.co/1…"
"2267","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"2268","RT @politicususa: Trump Speech To Congress Bombs In The Ratings By Drawing Fewer Viewers Than Obama via @politicususa https://t.co/0lTUUkhC…"
"2269","RT @CNN: Van Jones on Trump honoring a Navy SEAL's widow: ""He became President of the United States in that moment, period"" https://t.co/Q4…"
"2270","RT @conserv_tribune: Trump’s INCREDIBLE Tribute to Fallen SEAL Steals the Show at Speech to Congress https://t.co/zaQsqYtfHz https://t.co/Q…"
"2271","RT @GlennThrush: Trump succeeded cos the bar was low, he stuck to script and, for the first time, added some redemption to his wrath https:…"
"2272","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"2273","RT @CaptJaneway2017: SHARE WIDELY<ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5>Almost every big claim *45 just made in address was false.<ed><U+00A0><U+00BD><ed><U+00B4><U+00A5>#TheResistance #RebelAlliance #Resist http:ht…"
"2274","RT @ezraklein: The speech reaction shows how much the media still treats this as the Trump Show rather than the Trump Presidency: https://t…"
"2275","RT @LindaSuhler: President Trump promises 'renewal of American spirit' in Congress speech
#JointAddress #MAGA #JointSession 
https://t.co/Q…"
"2276","Record 3 million tweets sent on Trump's speech to Congress. 
https://t.co/hTDkE2lPyt https://t.co/oQujpPn464"
"2277","RT @FoxNews: Chris Wallace: ""I feel like tonight @realDonaldTrump became the President of the United States."" #TrumpAddress https://t.co/dA…"
"2278","Long overdue: 'merit-based' immigration reform proposed in US will insure economic establishment of migrants https://t.co/3V28b0OQj0"
"2279","RT @politico: Schumer tries to throw cold water on Trump's rave reviews https://t.co/hwZWBHRkNc https://t.co/M2e5EC5r1D"
"2280","RT @FoxNews: Chris Wallace: ""I feel like tonight @realDonaldTrump became the President of the United States."" #TrumpAddress https://t.co/dA…"
"2281","RT @washingtonpost: Opinion: Trump’s speech to Congress was devoid of substance https://t.co/TcC5zJqF2s"
"2282","RT @Complex: Colbert on Trump's speech: ""Any chance there's a mistake and 'Moonlight' is the president?"" https://t.co/c64sYXNkuc https://t.…"
"2283","RT @Mediaite: Trump’s Speech to Congress Killed Conservatism But, at Least for Now, Saved His Presidency https://t.co/7pabfPalyg (By @Zigma…"
"2284","RT @politico: Schumer tries to throw cold water on Trump's rave reviews https://t.co/hwZWBHRkNc https://t.co/M2e5EC5r1D"
"2285","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"2286","RT @EylinHurt: Trump’s INCREDIBLE Tribute to Fallen SEAL Steals the Show at Speech to Congress https://t.co/BvfzoatPJ7 https://t.co/5x1Er5U…"
"2287","RT @voxdotcom: Trump's agenda is the same whether it's sold with a clean speech or an angry rant https://t.co/tViyBeHx4U"
"2288","RT @lsarsour: Love to my brother @joseiswriting. We will never let Trump touch a hair on your head. https://t.co/pvyUuU19fJ"
"2289","Trump pledges ‘paid family leave’ and affordable child care policies in first speech to Congress … https://t.co/drJRMDr0CL"
"2290","Details https://t.co/kf3f0Zswzd"
"2291","RT @Brasilmagic: Trump's agenda is the same whether it's sold with a clean speech or an angry rant https://t.co/mqVwq3TZZQ"
"2292","RT @ZaibatsuNews: Chuck Schumer Nails it: Trump’s Speech to Congress Was Detached from His Own Reality https://t.co/HDfdkoexdN https://t.co…"
"2293","Trump speech leaves Democrats befuddled, in ruins, with question marks: https://t.co/fp3fdabVKL @CharlesHurt https://t.co/jdulJTGC0Q"
"2294","RT @mattyglesias: The Trump Show isn’t what matters. https://t.co/sAF9b5GDai https://t.co/EmbXpjhoLC"
"2295","RT @ShaneGoldmacher: Trump tries on normal. From my piece on his speech: https://t.co/E8O3RTScvW https://t.co/dJ1RAEioGb"
"2296","RT @JackPosobiec: 80% of Americans agreed with Trump's speech

Hear that, Congress?"
"2297","@zoomlensgal @LesterHoltNBC his speech was FULL of lies and distortions. https://t.co/8gsWhJDGfg"
"2298","RT @Dose_Dissonance: Bernie Sanders SLAMS TRUMP'S SPEECH TO CONGRESS ON FACEBOOK LIVE!
https://t.co/btx8JVrj0c
#News #Ryan #Megan #SOTU #Tr…"
"2299","RT @NewssTrump: How Donald Trump intends ‘to make America Great Again’: First Speech to Congress analysed https://t.co/1FUuArtAtU https://t…"
"2300","RT @LindaSuhler: President Trump promises 'renewal of American spirit' in Congress speech
#JointAddress #MAGA #JointSession 
https://t.co/Q…"
"2301","RT @g_mccray: Almost every big claim Donald Trump just made was false - The Independent https://t.co/cwFs7b4Kcf via @nuzzel thanks @uniongu…"
"2302","TV Ratings: Trump’s Congress Address Falls From Comparable Obama Speech https://t.co/WKl5CdFqMR https://t.co/rHFzyC8GU5"
"2303","Democrats: Trump wasn't crazy, but let's see if he keeps it up https://t.co/BjaBF8QbGq"
"2304","RT @BrentBozell: The media treated Obama's first speech to Congress like a coronation. Don't count on same treatment for Trump. https://t.c…"
"2305","RT @ajplus: After President Trump's speech to Congress, Bernie Sanders tells Americans they need to keep fighting. https://t.co/Bf6Z7iBW6j"
"2306","Bernie Sanders' BRILLIANT Response To Trump's Speech To Congress https://t.co/jhVi5cT0wJ"
"2307","RT @guardian: Trump's Congress speech was a heroic effort in contradiction and cliche | Richard Wolffe https://t.co/NEWP9I4Pvf"
"2308","RT @politicususa: Chuck Schumer Nails it: Trump’s Speech to Congress Was Detached from His Own Reality https://t.co/RXQLLGLc7P #p2 #p2b #ct…"
"2309",".@DavidFrum outlines the three failures of Trump's speech to Congress: https://t.co/u4AycGW2je #Trumpocalypse"
"2310","RT @fireflye10: Trump's Congress speech was a heroic effort in contradiction and cliche | Richard Wolffe https://t.co/rrEmX4J1nT"
"2311","The actual facts from trumps speech https://t.co/hTz7gEVdhZ"
"2312","Bernie Sanders’ BRILLIANT Response To Trump’s Speech To Congress – YouTube https://t.co/TBWkqU78dO https://t.co/5q0F8Z9cyr"
"2313","Trump pledges ‘paid family leave’ and affordable child care policies in first speech to Congress https://t.co/WhXyIsDx82"
"2314","RT @BruceBartlett: 13 lies in Trump's speech last night. https://t.co/3KVSiNPZAl"
"2315","RT @RexHuppke: ""New Trump"" is nonsense. He changed tone, but I show how his words conflict with his deeds.

He. Hasn't. Changed.

https://t…"
"2316","Trump speech to Congress leaves Democrats befuddled, in ruins, with question marks https://t.co/afrf7cVEUH"
"2317","RT @MtnMD: Bcz he read LIE FILLED doc w/o ranting, Ppl give him credit? RT @randomizerity: Maj of claims in Trump speech lies. https://t.co…"
"2318","RT @jorgeramosnews: Donald Trump's speech to Congress was full of ugly, dangerous lies about immigrants https://t.co/cD2LKs0dcF via @fusion"
"2319","RT @Chris_1791: MSNBC’s Celebrity Panel Melts Over Trump’s Speech To Congress [VIDEO] https://t.co/NbkAVMKx87 via @DailyCaller https://t.co…"
"2320","In his first speech to Congress, U.S. President Trump pledged renewal https://t.co/KHtGn1M30M https://t.co/Z2RthoU498"
"2321","‘Who’s gonna take on Wall Street?’ #Sanders trolls #Trump’s ‘drain the swamp’ pledge over Goldman Sachs appointee https://t.co/zCOwkaHPMJ …"
"2322","RT @politicususa: Trump Speech To Congress Bombs In The Ratings By Drawing Fewer Viewers Than Obama via @politicususa https://t.co/0lTUUkhC…"
"2323","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"2324","Retweeted Huffington Post (@HuffingtonPost):

Our most unpredictable president to deliver Washington’s most... https://t.co/qd0awBg72v"
"2325","RT @politicususa: Chuck Schumer Nails it: Trump’s Speech to Congress Was Detached from His Own Reality https://t.co/RXQLLGLc7P #p2 #p2b #ct…"
"2326","RT @POLLiticss: After @realDonaldTrump 's impressive first speech to #congress, Do you think #trump is going to win in #2020 ?
@realMattJAl…"
"2327","RT @FoxNews: .@POTUS: ""This effort will be guided by two core principles: Buy American &amp; Hire American."" #TrumpAddress https://t.co/dAlG7hq…"
"2328","RT @EvelynWhiteGOP: Trump’s INCREDIBLE Tribute to Fallen SEAL Steals the Show at Speech to Congress https://t.co/V5LPgCtqnR https://t.co/1N…"
"2329","Donald Trump's Speech to Congress Was 'All Him': VP Mike Pence - https://t.co/tqx38dcjiy https://t.co/Ncs1vJ56tD"
"2330","Unity and strength? Walk the talk @POTUS. Denounce the hate and enemy speech rhetoric. https://t.co/wx3vx1y8dr"
"2331","Former President Of Mexico Trolled Trump’s Congress Speech In The Best Way (TWEET) https://t.co/3yUl23nrZR via @Bipartisan Report"
"2332","RT @GregMitch: Media headline today could just as easily (and more accurately) be:  Trump 'Sets Record' for Lies in One Presidential Speech…"
"2333","RT @CNNPolitics: Democratic women in Congress wear white to President Trump's address https://t.co/BQLeN0JlIV https://t.co/ssBsCq75ZK"
"2334","RT @TheresaMechele: #JointAddress Gorgeous First Lady Melania Trump was applauded as she arrived at Congress to hear President Trump's ""Big…"
"2335","RT @3lectric5heep: MSNBC’s Celebrity Panel Criticizes Trump’s Speech To Congress [VIDEO] https://t.co/inO3sDeBuP @3lectric5heep"
"2336","Chuck Schumer Nails it: Trump's Speech to Congress Was Detached from His Own Reality via @politicususa https://t.co/hUiwBvDOTd"
"2337","RT @PoliticoKevin: Instant polls show Trump's speech was winner, but samples skew R and Obama &amp; Bush did better in their 1st addresses: htt…"
"2338","RT @jorgeramosnews: Donald Trump's speech to Congress was full of ugly, dangerous lies about immigrants https://t.co/cD2LKs0dcF via @fusion"
