"","x"
"1562","T.J. Maxx slew Macy's yet again during the holiday quarter. https://t.co/tZUGSTDdEq"
"1563","Want to work at Macy's Retail? We're #hiring in #PrairieVillage, KS! Click for details: https://t.co/BsbH5SdWZR #Retail #Job #Jobs"
"1564","Want to work at Macy's Beauty? We're #hiring in #Birmingham, AL! Click for details: https://t.co/1RJKMYyeZJ #Sales #Job #Jobs #CareerArc"
"1565","Can you recommend anyone for this #job in #Cincinnati, OH? https://t.co/Dp8nKhFEDh #Sales #Hiring #CareerArc"
"1566","Interested in a #job in #Stow, OH? This could be a great fit: https://t.co/2Jd6XZBKrm #Retail #Hiring #CareerArc"
"1567","Will #Macy's Be Bought? https://t.co/rGnzQgLbh4  via @bllshbrsh https://t.co/vhkQo0q6Dd"
"1568","Can you recommend anyone for this #job? Macy's Logistics: Security Supervisor, Full Time - https://t.co/EP1RQF5UQk #SouthWindsor, CT"
"1569","Will Macy's Be Bought? https://t.co/CdaC6kWIQU https://t.co/zkpPlzXSxg"
"1570","We're #hiring! Read about our latest #job opening here: Macy's Fair Oaks II: Sales Supervisor - https://t.co/CJgE9CNQRZ #Fairfax, VA"
"1571","Want to work in #Casper, WY? View our latest opening: https://t.co/RaSkHUZXJV #Sales #Job #Jobs #Hiring #CareerArc"
"1572","Interested in a #job in #CityofIndustry, CA? This could be a great fit: https://t.co/xIN5BEXyWa #SupplyChain #Hiring #CareerArc"
"1573","Interested in a #job in #Barboursville, WV? This could be a great fit: https://t.co/Wr9ytd0OAq #Retail #Hiring #CareerArc"
"1574","Interested in a #job in #Honolulu, HI? This could be a great fit: https://t.co/rUXfByxGyO #Finance #Hiring #CareerArc"
"1575","Will Macy's Be Bought? https://t.co/UgsDIcAbxG #Markets #Finance #TCOT"
"1576","Will Macy's Be Bought? https://t.co/rLooqVweKv"
"1577","Interested in a #job in #Chicago, IL? This could be a great fit: https://t.co/KAPJByyM74 #Retail #Hiring #CareerArc"
"1578","RT @J__Swift: Donald Trump products are sold @Macys so I won't be shopping at Macy's anymore. Trump is an embarrassment to the country. Don…"
"1579","Will Macy's Be Bought? https://t.co/z8bSFVkcJv #StockMarketInsights"
"1580","#EquityResearch Will Macy's Be Bought? $M https://t.co/vC8r2rISC0 https://t.co/0G8CiBP565"
"1581","#EquityResearch Will Macy's Be Bought? $M https://t.co/L7dpFrfXuE https://t.co/VYhdBRFp5X"
"1582","RT @J__Swift: Donald Trump products are sold @Macys so I won't be shopping at Macy's anymore. Trump is an embarrassment to the country. Don…"
"1583","Macy's Profit Drops 13% As Store Closures, Layoffs Take Their Toll - Forbes https://t.co/kehNqXsrlA #layoffs"
"1584","RT @SeekingAlpha: Will Macy's Be Bought? https://t.co/7LqpGj830i $M"
"1585","Join the Macy's Retail team! See our latest #job opening here: https://t.co/gJGNEmZ7KO #Retail #Spokane, WA #Hiring #CareerArc"
"1586","Will Macy's Be Bought? https://t.co/7LqpGj830i $M"
"1587","If you're looking for work in #Troy, MI, check out this #job: https://t.co/U2CsE0ObVu #Retail #Hiring #CareerArc"
"1588","RT @OrderDynamics: #Macy's warns #sales declines will continue after dismal Q4
https://t.co/zdUSv6xIVS"
"1589","We're #hiring! Read about our latest #job opening here: Retail Cosmetics Sales - Beauty Advisor Benefit,... - https://t.co/qdyTfO3I69"
"1590","RT @PremierMounts: Macy’s Uses Interactivity, Customization to Expand Reach to Millennials via @commintegrator : https://t.co/yTdfY2ctqZ #a…"
"1591","If you're looking for work in #Charleston, WV, check out this #job: https://t.co/j9bRNPVs1d #Retail #Hiring #CareerArc"
"1592","Join the Macy's Retail team! See our latest #job opening here: https://t.co/zvVCaV4u7D #ProjectMgmt #NewYork, NY #Hiring #CareerArc"
"1593","Can you recommend anyone for this #job? Macy's Montgomery: Assistant Store Manager - https://t.co/c4ynk0dfb2 #Retail #Bethesda, MD #Hiring"
"1594","8-Piece Bed Comforter Sets Only $39.99 (Reg $100) at Macy's!... https://t.co/SXVIHB5Phu"
"1595","More buzz for Macy's: https://t.co/ittpZeMgtU - RT @pizzicatoSD In honor of Macy's Museum Month (oh, and because we LOVE #art at Pizzicat..."
"1596","Macy’s Flower Show https://t.co/4kEnD1o71C #news #macysflowershow #newyork #ny #nyc #primavera"
"1597","#Macy's warns #sales declines will continue after dismal Q4
https://t.co/zdUSv6xIVS"
"1598","RT @speedytomatoes: @Macys Just cancelled Macy's AmEx too. Supporting Trump family=boycott  Got it??  #GrabYourWallet"
"1599","RT @PremierMounts: Macy’s Uses Interactivity, Customization to Expand Reach to Millennials via @commintegrator : https://t.co/yTdfY2ctqZ #a…"
"1600","RT @PremierMounts: Macy’s Uses Interactivity, Customization to Expand Reach to Millennials via @commintegrator : https://t.co/yTdfY2ctqZ #a…"
"1601","RT @PremierMounts: Macy’s Uses Interactivity, Customization to Expand Reach to Millennials via @commintegrator : https://t.co/yTdfY2ctqZ #a…"
"1602","Macy’s Uses Interactivity, Customization to Expand Reach to Millennials via @commintegrator :… https://t.co/TvNB0A5pHc"
"1603","RT @RockstarEmperor: Find best deals at Macy's Super Saturday Sale. Enter #SUPERMacys Giveaway to win Gift Cards. https://t.co/sHh3Ql6uvV v…"
"1604","This #job might be a great fit for you: Retail Cosmetics Sales - Beauty Advisor - Flex: Tucson, AZ, Macy's... - https://t.co/Fgqv7sDrIC"
"1605","If you're looking for work in #SanAntonio, TX, check out this #job: https://t.co/ShWyoj2FmN #Finance #Hiring #CareerArc"
"1606","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"1607","If you're looking for work in #LeesSummit, MO, check out this #job: https://t.co/ZX91UKBXUb #Retail #Hiring #CareerArc"
"1608","See our latest #Duluth, GA #job and click to apply: Macy's Gwinnett Place: Jewelry Sales Supervisor - https://t.co/Vei6nkklXl #Retail"
"1609","Can you recommend anyone for this #job? Asset Protection / Loss Prevention Security Guard, Part Time:... - https://t.co/738GPnp8N7 #Finance"
"1610","We're #hiring! Click to apply: Retail Cosmetics Sales - Beauty Advisor Elizabeth Arden, Part Time: Palm... - https://t.co/WPSVbUv1ra #Sales"
"1611","We're #hiring! Click to apply: Macy's Northlake: Jewelry Sales Supervisor - https://t.co/zBBS9drVSB #Retail #Atlanta, GA #Job #Jobs"
"1612","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"1613","Can you recommend anyone for this #job in #Chicago, IL? https://t.co/0IaUiboR9W #FacilitiesMgmt #Hiring #CareerArc"
"1614","Macy's, Sears, &amp; JCPenney Closing 250+ Stores: Don't Ignore the Elephant in the Room
https://t.co/xtlhhNuRld"
"1615","RT @RockstarEmperor: Find best deals at Macy's Super Saturday Sale. Enter #SUPERMacys Giveaway to win Gift Cards. https://t.co/sHh3Ql6uvV v…"
"1616","Can you recommend anyone for this #job? Macy's Arbor Place: Jewelry Sales Supervisor - https://t.co/HmymKwfvJU #Retail #Douglasville, GA"
"1617","RT @RockstarEmperor: Find best deals at Macy's Super Saturday Sale. Enter #SUPERMacys Giveaway to win Gift Cards. https://t.co/sHh3Ql6uvV v…"
"1618","See our latest #Brooklyn, NY #job and click to apply: Taste Bar Café - Food Sales Associate, Part Time:... - https://t.co/u3WOCt2RNR"
"1619","Join the Macy's Beauty team! See our latest #job opening here: https://t.co/NnDL1uElVk #Sales #GardenCity, NY #Hiring #CareerArc"
"1620","RT @RockstarEmperor: Find best deals at Macy's Super Saturday Sale. Enter #SUPERMacys Giveaway to win Gift Cards. https://t.co/sHh3Ql6uvV v…"
"1621","See our latest #CherryHill, NJ #job and click to apply: Retail Sales - Fragrance RSS Associate P &amp; G Luxury,... - https://t.co/lbLaWBevoN"
"1622","This #job might be a great fit for you: Retail Cosmetics Sales - Beauty Advisor - Flex: Manhasset, Long... - https://t.co/udC1ctwTBv #Sales"
"1623","RT @RetailNewsdaily: Macy's Troubles Can Soon Bring A Buying Opportunity - Seeking Alpha https://t.co/TptJcuaUky"
"1624","RT @speedytomatoes: @Macys Just cancelled Macy's AmEx too. Supporting Trump family=boycott  Got it??  #GrabYourWallet"
"1625","Interested in a #job in #SanDiego, CA? This could be a great fit: https://t.co/VI8jrOgbY1 #Finance #Hiring #CareerArc"
"1626","Want to work in #Fargo, ND? View our latest opening: https://t.co/2qo4CGMJrN #Sales #Job #Jobs #Hiring #CareerArc"
"1627","We're #hiring! Read about our latest #job opening here: Macy's Westfarms: Clinique Business Manager - https://t.co/3KGOUYhxHZ #Sales"
"1628","We're #hiring! Click to apply: **Retail Support Team** Flex: Vernon Hills, IL, Macy's Hawthorn Center - https://t.co/n3OCTfo3gM #Retail"
"1629","Limited Time Only! Shop Spring Dresses 30%-50% Off from Charter Club, JM Collection, Karen Scott and More at Macy's https://t.co/oG2YTTyje9"
"1630","Want to work at Macy's Retail? We're #hiring in #SanFrancisco, CA! Click for details: https://t.co/uxhDcm6Xj7 #Construction #Job #Jobs"
"1631","Macy's CEO: We will do the right thing for our shareholders https://t.co/oBRD6UiPgB"
"1632","If you're looking for work in #Layton, UT, check out this #job: https://t.co/HGC1w6HLbe #Retail #Hiring #CareerArc"
"1633","RT @speedytomatoes: @Macys Just cancelled Macy's AmEx too. Supporting Trump family=boycott  Got it??  #GrabYourWallet"
"1634","If you're looking for work in #VernonHills, IL, check out this #job: https://t.co/HcRdNnxwaE #Retail #Hiring #CareerArc"
"1635","Interested in a #job in #NewYork, NY? This could be a great fit: https://t.co/52o35sn4Yb #Retail #Hiring #CareerArc"
"1636","RT @YahooFinance: Macy's is spiraling https://t.co/BCb1xEGa31 $M https://t.co/atD0jgAIoQ"
"1637","Want to work in #ValleyStream, NY? View our latest opening: https://t.co/mGVR6FXXnr #Sales #Job #Jobs #Hiring #CareerArc"
"1638","Please RT if you like!! #Travel  UNIVERSAL STUDIOS MACY'S HOLIDAY PARADE https://t.co/asmry1MZlI https://t.co/EP9sLee6ke"
"1639","We're #hiring! Read about our latest #job opening here: Retail Cosmetics Sales - Beauty Advisor Clinique,... - https://t.co/Jw0ShAumvb"
"1640","Interested in a #job in #Dallas, TX? This could be a great fit: https://t.co/zRms90oVgQ #Retail #Hiring #CareerArc"
"1641","RT @speedytomatoes: @Macys Just cancelled Macy's AmEx too. Supporting Trump family=boycott  Got it??  #GrabYourWallet"
"1642","RT @speedytomatoes: @Macys Just cancelled Macy's AmEx too. Supporting Trump family=boycott  Got it??  #GrabYourWallet"
"1643","We're #hiring! Read about our latest #job opening here: Retail Cosmetics Sales - Beauty Advisor Estee... - https://t.co/k74Nf9GMGu #Sales"
"1644","RT @RockstarEmperor: Find best deals at Macy's Super Saturday Sale. Enter #SUPERMacys Giveaway to win Gift Cards. https://t.co/sHh3Ql6uvV v…"
"1645","Want to work at Macy's Retail? We're #hiring in #HuntingtonStation, NY! Click for details: https://t.co/mkbFm8IvhY #Clerical #Job #Jobs"
"1646","See our latest #ValleyStream, NY #job and click to apply: Retail Sales - Fragrance RSS Associate Dior, Full... - https://t.co/BpYsLd3EFb"
"1647","Macy's, Sears, &amp; JCPenney Closing 250+ Stores: Don't Ignore the Elephant in the Room https://t.co/Ntgzi46V3L"
"1648","RT @MNI_TimeInc: What Walmart, Macy's, and Home Depot are Saying About Retail (Hint: It's all about interconnectivity). https://t.co/oUjBVx…"
"1649","Obamanomics: Macy's to close stores and cut more than 10,000 jobs https://t.co/aGKFsL1yqG
 #TeaParty #tcot"
"1650","""Macy’s announces it will no longer donate to Planned Parenthood"" Story by @LiveAction: https://t.co/50JIg1nkVm
-
-… https://t.co/Z7V8Orst5H"
"1651","We're #hiring! Read about our latest #job opening here: **Retail Sales** Part Time: Boise, ID, Macy's Boise... - https://t.co/VFHPmY5Yv8"
"1652","If you're looking for work in #Mishawaka, IN, check out this #job: https://t.co/BMU9e8xhs8 #Sales #Hiring #CareerArc"
"1653","RT @consumerist: Kohl’s &amp; Macy’s figure they can take in some roommates to generate traffic and extra money. https://t.co/2tsn06B5ND"
"1654","This #job might be a great fit for you: Retail Sales - Fragrances, Full Time: Valley Stream, NY, Macy's... - https://t.co/eQ2LFBOpCO #Sales"
"1655","We're #hiring! Click to apply: **Maintenance Technician/Carpenter/Painter** Full Time: Helena, MT, Macy's... - https://t.co/2vxGCG1ETq"
"1656","Join the Macy's Retail team! See our latest #job opening here: https://t.co/rEnQLfYbq3 #Finance #Bozeman, MT #Hiring #CareerArc"
"1657","Macy's Super Saturday Sale And Giveaway - Work Money Fun https://t.co/84jqQWeWbj via @RockstarEmperor"
"1658","RT @RockstarEmperor: Find best deals at Macy's Super Saturday Sale. Enter #SUPERMacys Giveaway to win Gift Cards. https://t.co/sHh3Ql6uvV v…"
"1659","Macy’s Weekly ad February 21 - March 5, 2017 - https://t.co/E5OpeSlmDd https://t.co/aX5F6xeQUj"
"1660","Macy’s Weekly ad February 21 - March 5, 2017 - https://t.co/aOhs7fDATW https://t.co/ezXvKeCaLh"
"1661","Macy’s Weekly ad February 21 - March 5, 2017 - https://t.co/3CmrFvQoRo https://t.co/j9pGB12cGW"
"1662","Macy’s Weekly ad February 21 - March 5, 2017 - https://t.co/ck4Uql28DA https://t.co/96wNJkVNdU"
"1663","Macy’s Weekly ad February 21 - March 5, 2017 - https://t.co/c0HbQZXlIO https://t.co/AZfeqb8NXp"
"1664","Macy’s Weekly ad February 21 - March 5, 2017 - https://t.co/5bCWUvgaFj https://t.co/AHcvzpgT09"
"1665","Macy’s Weekly ad February 21 - March 5, 2017 - https://t.co/yiNIt7vMVD https://t.co/j7ggiG9P4P"
"1666","Macy’s Weekly ad February 21 - March 5, 2017 - https://t.co/9ycKqi9cR7 https://t.co/N4fRsc3DSX"
"1667","Macy’s Weekly ad February 21 - March 5, 2017 - https://t.co/g8YPjLSMeN https://t.co/N4GeqIfsdA"
"1668","Macy’s Weekly ad February 21 - March 5, 2017 - https://t.co/RWLBvJOysF https://t.co/XLVZvKTnN6"
"1669","Macy’s Weekly ad February 21 - March 5, 2017 - https://t.co/GdPzpZmsMi https://t.co/S2DupmgF6h"
"1670","Macy’s Weekly ad February 21 - March 5, 2017 - https://t.co/7WCQpQWPdo https://t.co/RwEzpmPMx0"
"1671","Macy’s Weekly ad February 21 - March 5, 2017 - https://t.co/MhyPaY5GAv https://t.co/gpR87HDXU6"
"1672","Macy’s Weekly ad February 21 - March 5, 2017 - https://t.co/f7dUGouUwk https://t.co/RdROeLVhC2"
"1673","Macy’s Weekly ad February 21 - March 5, 2017 - https://t.co/lWdhMaLx9L https://t.co/ySvYworuJe"
"1674","Can you recommend anyone for this #job? Retail Sales - Fragrance RSS Associate Aramis, Full Time: Garden... - https://t.co/Gu0ESIyhPX"
"1675","RT @Macys: Starting Tues, the first 100 people to make a $100 GUESS purchase at Macy’s NYC will get to meet @joejonas on 3/2 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8> https://t.co…"
"1676","Want to work at Macy's Retail? We're #hiring in #Cincinnati, OH! Click for details: https://t.co/HxzZgXZAub #SupplyChain #Job #Jobs"
"1677","RT @RockstarEmperor: Find best deals at Macy's Super Saturday Sale. Enter #SUPERMacys Giveaway to win Gift Cards. https://t.co/sHh3Ql6uvV v…"
"1678","I just added this to my closet on Poshmark: Macy's bracelet new with tag. https://t.co/ai7gpAT2n8 via @poshmarkapp #shopmycloset"
"1679","Can you recommend anyone for this #job in #Charleston, WV? https://t.co/G0QjuctQdn #Sales #Hiring #CareerArc"
"1680","Want to work in #Rochester, MN? View our latest opening: https://t.co/EwRGZf85Bk #Sales #Job #Jobs #Hiring #CareerArc"
"1681","Macy’s Inc $M PT Lowered to $36.00 https://t.co/kSlDmi6fux #acn"
"1682","We're #hiring! Read about our latest #job opening here: Retail Cosmetics Sales - Beauty Advisor Estee... - https://t.co/jxfoI6eY0B #Sales"
"1683","We're #hiring! Read about our latest #job opening here: Macy's Atlanta East/Nashville District: District... - https://t.co/MmuD4L1K4r"
"1684","We're #hiring! Read about our latest #job opening here: Tulsa, Oklahoma - Macy's Logistics: Director,... - https://t.co/XIQ4uQw9sj"
"1685","Want to work in #Columbus, GA? View our latest opening: https://t.co/bKbU3SncKO #Retail #Job #Jobs #Hiring #CareerArc"
"1686","If you're looking for work in #NorthWales, PA, check out this #job: https://t.co/JH5bcjOdIA #Sales #Hiring #CareerArc"
"1687","We're #hiring! Click to apply: Retail Sales, Full Time: Edison, NJ, Macy's Menlo Park - https://t.co/QGFLP96wwF #Retail #Edison, NJ #Job"
"1688","See our latest #SanAntonio, TX #job and click to apply: Asset Protection / Loss Prevention Detective, Part... - https://t.co/8ybQg4VfuO"
"1689","We're #hiring! Read about our latest #job opening here: Retail Administrative Support Team, Part Time:... - https://t.co/Meh4LAuVBm"
"1690","RT @RockstarEmperor: Find best deals at Macy's Super Saturday Sale. Enter #SUPERMacys Giveaway to win Gift Cards. https://t.co/sHh3Ql6uvV v…"
"1691","Jefferies Group Weighs in on Macy’s Inc’s FY2019 Earnings $M https://t.co/ORtLGmS4yW"
"1692","Join the Macy's Retail team! See our latest #job opening here: https://t.co/yP34BrSKvt #Marketing #NewYork, NY #Hiring #CareerArc"
"1693","Macy's Chef St. is open daily from 11:00 a.m. to 8:00 p.m. Check out the delicious dining options! @ChefStreetNYC… https://t.co/2zUAfsmop6"
"1694","""Macy's, Sears, &amp; JCPenney Closing 250+ Stores: Don't Ignore the Elephant in the Room"" https://t.co/IFhXxmzvAH on @LinkedIn"
